02178,Belmont,Massachusetts,MA,Middlesex,42.4464,-71.4594,
20849,Rockville,Maryland,MD,Montgomery,39.144,-77.2076,
20850,Rockville,Maryland,MD,Montgomery,39.087,-77.168,
20851,Rockville,Maryland,MD,Montgomery,39.0763,-77.1234,
20852,Rockville,Maryland,MD,Montgomery,39.0496,-77.1204,
20853,Rockville,Maryland,MD,Montgomery,39.0887,-77.095,
20854,Potomac,Maryland,MD,Montgomery,39.0388,-77.1922,
20855,Derwood,Maryland,MD,Montgomery,39.1345,-77.1477,
20857,Rockville,Maryland,MD,Montgomery,39.144,-77.2076,
20859,Potomac,Maryland,MD,Montgomery,39.144,-77.2076,
20860,Sandy Spring,Maryland,MD,Montgomery,39.1503,-77.0291,
20861,Ashton,Maryland,MD,Montgomery,39.151,-76.9924,
20862,Brinklow,Maryland,MD,Montgomery,39.1838,-77.0163,
20866,Burtonsville,Maryland,MD,Montgomery,39.0922,-76.9339,
20868,Spencerville,Maryland,MD,Montgomery,39.1223,-76.9722,
20871,Clarksburg,Maryland,MD,Montgomery,39.2637,-77.2736,
20872,Damascus,Maryland,MD,Montgomery,39.2761,-77.2131,
20874,Germantown,Maryland,MD,Montgomery,39.1355,-77.2822,
20875,Germantown,Maryland,MD,Montgomery,39.144,-77.2076,
20876,Germantown,Maryland,MD,Montgomery,39.188,-77.2358,
20877,Gaithersburg,Maryland,MD,Montgomery,39.1419,-77.189,
20878,Gaithersburg,Maryland,MD,Montgomery,39.1125,-77.2515,
20879,Gaithersburg,Maryland,MD,Montgomery,39.173,-77.1855,
20880,Washington Grove,Maryland,MD,Montgomery,39.1388,-77.1726,
20882,Gaithersburg,Maryland,MD,Montgomery,39.2335,-77.1458,
20883,Gaithersburg,Maryland,MD,,39.0883,-77.1568,
20884,Gaithersburg,Maryland,MD,Montgomery,39.144,-77.2076,
20885,Gaithersburg,Maryland,MD,Montgomery,39.1874,-77.2028,
20886,Montgomery Village,Maryland,MD,Montgomery,39.1757,-77.1872,
20889,Bethesda,Maryland,MD,Montgomery,39.144,-77.2076,
20890,Suburb Maryland Fac,Maryland,MD,,39.0984,-77.1578,
20891,Kensington,Maryland,MD,Montgomery,39.144,-77.2076,
20892,Bethesda,Maryland,MD,Montgomery,39.0024,-77.1034,
20894,Bethesda,Maryland,MD,Montgomery,39.144,-77.2076,
20895,Kensington,Maryland,MD,Montgomery,39.0298,-77.0793,
20896,Garrett Park,Maryland,MD,Montgomery,39.0365,-77.0931,
20897,Suburb Maryland Fac,Maryland,MD,Montgomery,39.144,-77.2076,
20898,Gaithersburg,Maryland,MD,Montgomery,39.144,-77.2076,
20899,Gaithersburg,Maryland,MD,Montgomery,39.1403,-77.222,
20900,Silver Spring,Maryland,MD,,39.0017,-77.0366,
20901,Silver Spring,Maryland,MD,Montgomery,39.0191,-77.0076,
20902,Silver Spring,Maryland,MD,Montgomery,39.04,-77.0444,
20903,Silver Spring,Maryland,MD,Montgomery,39.0095,-76.9846,
20904,Silver Spring,Maryland,MD,Montgomery,39.0668,-76.9969,
20905,Silver Spring,Maryland,MD,Montgomery,39.1148,-77.0059,
20906,Silver Spring,Maryland,MD,Montgomery,39.084,-77.0613,
20907,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
20908,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
20910,Silver Spring,Maryland,MD,Montgomery,38.9982,-77.0338,
20911,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
20912,Takoma Park,Maryland,MD,Montgomery,38.9832,-77.0007,
20913,Takoma Park,Maryland,MD,Prince George's,38.8336,-76.8777,
20914,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
20915,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
20916,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
20918,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
20990,Silver Spring,Maryland,MD,,38.9905,-77.0262,
20993,Silver Spring,Maryland,MD,,39.0336,-76.9861,
20997,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,
21001,Aberdeen,Maryland,MD,Harford,39.5109,-76.1805,
21005,Aberdeen Proving Ground,Maryland,MD,Harford,39.4771,-76.1208,
21009,Abingdon,Maryland,MD,Harford,39.4744,-76.2997,
21010,Gunpowder,Maryland,MD,Harford,39.3982,-76.2743,
21012,Arnold,Maryland,MD,Anne Arundel,39.0476,-76.4941,
21013,Baldwin,Maryland,MD,Baltimore,39.5194,-76.4927,
21014,Bel Air,Maryland,MD,Harford,39.5394,-76.3564,
21015,Bel Air,Maryland,MD,Harford,39.5303,-76.3153,
21017,Belcamp,Maryland,MD,Harford,39.4756,-76.242,
21018,Benson,Maryland,MD,Harford,39.5093,-76.3851,
21020,Boring,Maryland,MD,Baltimore,39.5213,-76.8047,
21021,Bradshaw,Maryland,MD,,39.4273,-76.3922,
21022,Brooklandville,Maryland,MD,Baltimore,39.3979,-76.6717,
21023,Butler,Maryland,MD,Baltimore,39.533,-76.7432,
21024,Cardiff,Maryland,MD,,39.7172,-76.3378,
21027,Chase,Maryland,MD,Baltimore,39.439,-76.5921,
21028,Churchville,Maryland,MD,Harford,39.5648,-76.249,
21029,Clarksville,Maryland,MD,Howard,39.2125,-76.9515,
21030,Cockeysville,Maryland,MD,Baltimore,39.4919,-76.6677,
21031,Hunt Valley,Maryland,MD,Baltimore,39.4805,-76.6553,
21032,Crownsville,Maryland,MD,Anne Arundel,39.0489,-76.5935,
21034,Darlington,Maryland,MD,Harford,39.654,-76.2278,
21035,Davidsonville,Maryland,MD,Anne Arundel,38.9374,-76.6375,
21036,Dayton,Maryland,MD,Howard,39.2339,-76.9968,
21037,Edgewater,Maryland,MD,Anne Arundel,38.9149,-76.5424,
21040,Edgewood,Maryland,MD,Harford,39.4277,-76.3056,
21041,Ellicott City,Maryland,MD,Howard,39.2364,-76.9419,
21042,Ellicott City,Maryland,MD,Howard,39.2726,-76.8614,
21043,Ellicott City,Maryland,MD,Howard,39.2548,-76.8001,
21044,Columbia,Maryland,MD,Howard,39.2141,-76.8788,
21045,Columbia,Maryland,MD,Howard,39.2051,-76.8322,
21046,Columbia,Maryland,MD,Howard,39.1702,-76.8538,
21047,Fallston,Maryland,MD,Harford,39.527,-76.4328,
21048,Finksburg,Maryland,MD,Carroll,39.4991,-76.9101,
21050,Forest Hill,Maryland,MD,Harford,39.5755,-76.4008,
21051,Fork,Maryland,MD,Baltimore,39.4731,-76.4484,
21052,Fort Howard,Maryland,MD,Baltimore,39.207,-76.4456,
21053,Freeland,Maryland,MD,Baltimore,39.694,-76.7223,
21054,Gambrills,Maryland,MD,Anne Arundel,39.0407,-76.6819,
21055,Garrison,Maryland,MD,Baltimore,39.439,-76.5921,
21056,Gibson Island,Maryland,MD,Anne Arundel,39.0751,-76.4324,
21057,Glen Arm,Maryland,MD,Baltimore,39.4575,-76.5153,
21060,Glen Burnie,Maryland,MD,Anne Arundel,39.1702,-76.5798,
21061,Glen Burnie,Maryland,MD,Anne Arundel,39.1618,-76.6297,
21062,Glen Burnie,Maryland,MD,Anne Arundel,38.9742,-76.5949,
21065,Hunt Valley,Maryland,MD,,39.4883,-76.6538,
21071,Glyndon,Maryland,MD,Baltimore,39.5157,-76.7661,
21074,Hampstead,Maryland,MD,Carroll,39.6146,-76.8644,
21075,Elkridge,Maryland,MD,Howard,39.2058,-76.7531,
21076,Hanover,Maryland,MD,Anne Arundel,39.1551,-76.7215,
21077,Harmans,Maryland,MD,Anne Arundel,39.1561,-76.6977,
21078,Havre De Grace,Maryland,MD,Harford,39.5523,-76.1171,
21080,Henryton,Maryland,MD,Carroll,39.5347,-77.0493,
21082,Hydes,Maryland,MD,Baltimore,39.474,-76.4695,
21084,Jarrettsville,Maryland,MD,Harford,39.6162,-76.4684,
21085,Joppa,Maryland,MD,Harford,39.4242,-76.3541,
21087,Kingsville,Maryland,MD,Baltimore,39.4558,-76.4147,
21088,Lineboro,Maryland,MD,Carroll,39.5347,-77.0493,
21090,Linthicum Heights,Maryland,MD,Anne Arundel,39.2092,-76.6681,
21092,Long Green,Maryland,MD,Baltimore,39.439,-76.5921,
21093,Lutherville Timonium,Maryland,MD,Baltimore,39.4332,-76.6546,
21094,Lutherville Timonium,Maryland,MD,Baltimore,39.439,-76.5921,
21098,Hanover,Maryland,MD,Anne Arundel,38.9742,-76.5949,
21101,Magnolia,Maryland,MD,,39.4047,-76.3248,
21102,Manchester,Maryland,MD,Carroll,39.6747,-76.8941,
21104,Marriottsville,Maryland,MD,Carroll,39.3342,-76.9132,
21105,Maryland Line,Maryland,MD,Baltimore,39.7114,-76.6595,
21106,Mayo,Maryland,MD,Anne Arundel,38.9715,-76.5809,
21107,Millers,Maryland,MD,,39.6856,-76.8155,
21108,Millersville,Maryland,MD,Anne Arundel,39.1041,-76.619,
21111,Monkton,Maryland,MD,Baltimore,39.5662,-76.5979,
21113,Odenton,Maryland,MD,Anne Arundel,39.0762,-76.6996,
21114,Crofton,Maryland,MD,Anne Arundel,39.0112,-76.6802,
21117,Owings Mills,Maryland,MD,Baltimore,39.4269,-76.7769,
21120,Parkton,Maryland,MD,Baltimore,39.6422,-76.6737,
21122,Pasadena,Maryland,MD,Anne Arundel,39.1206,-76.495,
21123,Pasadena,Maryland,MD,Anne Arundel,38.9742,-76.5949,
21128,Perry Hall,Maryland,MD,Baltimore,39.401,-76.451,
21130,Perryman,Maryland,MD,Harford,39.4716,-76.2117,
21131,Phoenix,Maryland,MD,Baltimore,39.4833,-76.5776,
21132,Pylesville,Maryland,MD,Harford,39.6959,-76.4113,
21133,Randallstown,Maryland,MD,Baltimore,39.3746,-76.8002,
21136,Reisterstown,Maryland,MD,Baltimore,39.46,-76.8135,
21139,Riderwood,Maryland,MD,Baltimore,39.439,-76.5921,
21140,Riva,Maryland,MD,Anne Arundel,38.9504,-76.5854,
21144,Severn,Maryland,MD,Anne Arundel,39.1275,-76.698,
21146,Severna Park,Maryland,MD,Anne Arundel,39.0811,-76.5577,
21150,Simpsonville,Maryland,MD,Howard,39.2364,-76.9419,
21152,Sparks Glencoe,Maryland,MD,Baltimore,39.5483,-76.6819,
21153,Stevenson,Maryland,MD,Baltimore,39.4129,-76.7303,
21154,Street,Maryland,MD,Harford,39.6574,-76.3713,
21155,Upperco,Maryland,MD,Baltimore,39.5676,-76.7972,
21156,Upper Falls,Maryland,MD,Baltimore,39.4372,-76.3966,
21157,Westminster,Maryland,MD,Carroll,39.5642,-76.9807,
21158,Westminster,Maryland,MD,Carroll,39.607,-77.0294,
21160,Whiteford,Maryland,MD,Harford,39.7077,-76.316,
21161,White Hall,Maryland,MD,Harford,39.6618,-76.5666,
21162,White Marsh,Maryland,MD,Baltimore,39.3923,-76.4132,
21163,Woodstock,Maryland,MD,Baltimore,39.3498,-76.8456,
21201,Baltimore,Maryland,MD,Baltimore (city),39.2946,-76.6252,
21202,Baltimore,Maryland,MD,Baltimore (city),39.2998,-76.6075,
21203,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21204,Towson,Maryland,MD,Baltimore,39.4072,-76.6038,
21205,Baltimore,Maryland,MD,Baltimore (city),39.3009,-76.5799,
21206,Baltimore,Maryland,MD,Baltimore (city),39.3365,-76.5411,
21207,Gwynn Oak,Maryland,MD,Baltimore,39.3296,-76.7341,
21208,Pikesville,Maryland,MD,Baltimore,39.3764,-76.729,
21209,Baltimore,Maryland,MD,Baltimore (city),39.3716,-76.6744,
21210,Baltimore,Maryland,MD,Baltimore (city),39.3507,-76.6321,
21211,Baltimore,Maryland,MD,Baltimore (city),39.3316,-76.6336,
21212,Baltimore,Maryland,MD,Baltimore (city),39.3626,-76.61,
21213,Baltimore,Maryland,MD,Baltimore (city),39.3127,-76.581,
21214,Baltimore,Maryland,MD,Baltimore (city),39.3521,-76.5644,
21215,Baltimore,Maryland,MD,Baltimore (city),39.3446,-76.6794,
21216,Baltimore,Maryland,MD,Baltimore (city),39.3093,-76.6699,
21217,Baltimore,Maryland,MD,Baltimore (city),39.3064,-76.6393,
21218,Baltimore,Maryland,MD,Baltimore (city),39.3265,-76.6048,
21219,Sparrows Point,Maryland,MD,Baltimore,39.2296,-76.4455,
21220,Middle River,Maryland,MD,Baltimore,39.3401,-76.4153,
21221,Essex,Maryland,MD,Baltimore,39.3086,-76.4533,
21222,Dundalk,Maryland,MD,Baltimore,39.2655,-76.4935,
21223,Baltimore,Maryland,MD,Baltimore (city),39.287,-76.6476,
21224,Baltimore,Maryland,MD,Baltimore (city),39.2876,-76.5568,
21225,Brooklyn,Maryland,MD,Anne Arundel,39.2259,-76.6153,
21226,Curtis Bay,Maryland,MD,Anne Arundel,39.2109,-76.5597,
21227,Halethorpe,Maryland,MD,Baltimore,39.2309,-76.6969,
21228,Catonsville,Maryland,MD,Baltimore,39.2782,-76.7401,
21229,Baltimore,Maryland,MD,Baltimore (city),39.2856,-76.6899,
21230,Baltimore,Maryland,MD,Baltimore (city),39.2645,-76.6224,
21231,Baltimore,Maryland,MD,Baltimore (city),39.2892,-76.59,
21233,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21234,Parkville,Maryland,MD,Baltimore,39.3876,-76.5418,
21235,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21236,Nottingham,Maryland,MD,Baltimore,39.3914,-76.4871,
21237,Rosedale,Maryland,MD,Baltimore,39.3361,-76.5014,
21239,Baltimore,Maryland,MD,Baltimore (city),39.361,-76.5891,
21240,Baltimore,Maryland,MD,Anne Arundel,39.1753,-76.6732,
21241,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21244,Windsor Mill,Maryland,MD,Baltimore,39.3331,-76.7849,
21250,Baltimore,Maryland,MD,Baltimore,39.2582,-76.7131,
21251,Baltimore,Maryland,MD,Baltimore,39.439,-76.5921,
21252,Baltimore,Maryland,MD,Baltimore,39.3888,-76.6133,
21260,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21263,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21264,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21265,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21268,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21270,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21273,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21274,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21275,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21276,Baltimore,Maryland,MD,,39.291,-76.6054,
21278,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21279,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21280,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21281,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21282,Baltimore,Maryland,MD,Baltimore,39.439,-76.5921,
21283,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21284,Baltimore,Maryland,MD,Baltimore,39.439,-76.5921,
21285,Baltimore,Maryland,MD,Baltimore,39.439,-76.5921,
21286,Towson,Maryland,MD,Baltimore,39.4143,-76.5761,
21287,Baltimore,Maryland,MD,Baltimore (city),39.2975,-76.5927,
21288,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21289,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21290,Baltimore,Maryland,MD,Baltimore (city),39.2933,-76.6238,
21297,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21298,Baltimore,Maryland,MD,Baltimore (city),39.2847,-76.6205,
21401,Annapolis,Maryland,MD,Anne Arundel,38.9898,-76.5501,
21402,Annapolis,Maryland,MD,Anne Arundel,38.9871,-76.4715,
21403,Annapolis,Maryland,MD,Anne Arundel,38.9524,-76.491,
21404,Annapolis,Maryland,MD,Anne Arundel,38.9742,-76.5949,
21405,Annapolis,Maryland,MD,Anne Arundel,39.0305,-76.5515,
21409,Annapolis,Maryland,MD,,39.0416,-76.4377,
21411,Annapolis,Maryland,MD,Anne Arundel,38.9742,-76.5949,
21412,Annapolis,Maryland,MD,Anne Arundel,38.9742,-76.5949,
21501,Cumberland,Maryland,MD,Allegany,39.5807,-78.6906,
21502,Cumberland,Maryland,MD,Allegany,39.5992,-78.8444,
21503,Cumberland,Maryland,MD,Allegany,39.5807,-78.6906,
21504,Cumberland,Maryland,MD,Allegany,39.5807,-78.6906,
21505,Cumberland,Maryland,MD,Allegany,39.594,-78.8434,
21520,Accident,Maryland,MD,Garrett,39.6355,-79.3085,
21521,Barton,Maryland,MD,Allegany,39.5331,-79.0281,
21522,Bittinger,Maryland,MD,Garrett,39.6017,-79.2337,
21523,Bloomington,Maryland,MD,Garrett,39.4861,-79.083,
21524,Corriganville,Maryland,MD,Allegany,39.6967,-78.8031,
21528,Eckhart Mines,Maryland,MD,Allegany,39.6528,-78.9014,
21529,Ellerslie,Maryland,MD,Allegany,39.7083,-78.7774,
21530,Flintstone,Maryland,MD,Allegany,39.6993,-78.5739,
21531,Friendsville,Maryland,MD,Garrett,39.6665,-79.4219,
21532,Frostburg,Maryland,MD,Allegany,39.6494,-78.9306,
21536,Grantsville,Maryland,MD,Garrett,39.6551,-79.1241,
21538,Kitzmiller,Maryland,MD,Garrett,39.4169,-79.2222,
21539,Lonaconing,Maryland,MD,Allegany,39.5757,-78.9915,
21540,Luke,Maryland,MD,Allegany,39.4774,-79.0594,
21541,Mc Henry,Maryland,MD,Garrett,39.5656,-79.3823,
21542,Midland,Maryland,MD,Allegany,39.5951,-78.9431,
21543,Midlothian,Maryland,MD,Allegany,39.6339,-78.9604,
21545,Mount Savage,Maryland,MD,Allegany,39.6991,-78.8739,
21546,Nikep,Maryland,MD,,39.5506,-78.9975,
21550,Oakland,Maryland,MD,Garrett,39.4339,-79.3167,
21555,Oldtown,Maryland,MD,Allegany,39.5846,-78.6044,
21556,Pinto,Maryland,MD,Allegany,39.5725,-78.844,
21557,Rawlings,Maryland,MD,Allegany,39.5214,-78.9062,
21560,Spring Gap,Maryland,MD,Allegany,39.601,-78.6871,
21561,Swanton,Maryland,MD,Garrett,39.4764,-79.2402,
21562,Westernport,Maryland,MD,Allegany,39.4905,-79.014,
21601,Easton,Maryland,MD,Talbot,38.7768,-76.0758,
21606,Easton,Maryland,MD,Talbot,38.7585,-76.1802,
21607,Barclay,Maryland,MD,Queen Anne's,39.1299,-75.8601,
21609,Bethlehem,Maryland,MD,Caroline,38.7406,-75.9587,
21610,Betterton,Maryland,MD,Kent,39.3655,-76.0639,
21612,Bozman,Maryland,MD,Talbot,38.7515,-76.2764,
21613,Cambridge,Maryland,MD,Dorchester,38.5643,-76.0874,
21617,Centreville,Maryland,MD,Queen Anne's,39.0564,-76.045,
21619,Chester,Maryland,MD,Queen Anne's,38.9583,-76.2842,
21620,Chestertown,Maryland,MD,Kent,39.2125,-76.0802,
21622,Church Creek,Maryland,MD,Dorchester,38.4278,-76.1696,
21623,Church Hill,Maryland,MD,Queen Anne's,39.146,-75.988,
21624,Claiborne,Maryland,MD,Talbot,38.8368,-76.2714,
21625,Cordova,Maryland,MD,Talbot,38.8704,-76.0029,
21626,Crapo,Maryland,MD,Dorchester,38.3295,-76.1142,
21627,Crocheron,Maryland,MD,Dorchester,38.2426,-76.0531,
21628,Crumpton,Maryland,MD,Queen Anne's,39.233,-75.9195,
21629,Denton,Maryland,MD,Caroline,38.8595,-75.8357,
21631,East New Market,Maryland,MD,Dorchester,38.5921,-75.9568,
21632,Federalsburg,Maryland,MD,Caroline,38.7147,-75.7754,
21634,Fishing Creek,Maryland,MD,Dorchester,38.2987,-76.2035,
21635,Galena,Maryland,MD,Kent,39.3374,-75.8717,
21636,Goldsboro,Maryland,MD,Caroline,39.023,-75.7926,
21637,Golts,Maryland,MD,,39.3556,-75.8055,
21638,Grasonville,Maryland,MD,Queen Anne's,38.9456,-76.1997,
21639,Greensboro,Maryland,MD,Caroline,38.9616,-75.8059,
21640,Henderson,Maryland,MD,Caroline,39.0672,-75.7948,
21641,Hillsboro,Maryland,MD,Caroline,38.9206,-75.9388,
21643,Hurlock,Maryland,MD,Dorchester,38.6438,-75.863,
21644,Ingleside,Maryland,MD,Queen Anne's,39.1182,-75.8769,
21645,Kennedyville,Maryland,MD,Kent,39.2978,-75.9818,
21646,Betterton,Maryland,MD,,39.2952,-76.0628,
21647,Mcdaniel,Maryland,MD,Talbot,38.8192,-76.2806,
21648,Madison,Maryland,MD,Dorchester,38.4782,-76.2412,
21649,Marydel,Maryland,MD,Caroline,39.1082,-75.7622,
21650,Massey,Maryland,MD,Kent,39.3126,-75.8215,
21651,Millington,Maryland,MD,Kent,39.2743,-75.8951,
21652,Neavitt,Maryland,MD,Talbot,38.7951,-76.1528,
21653,Newcomb,Maryland,MD,Talbot,38.7518,-76.178,
21654,Oxford,Maryland,MD,Talbot,38.6864,-76.1538,
21655,Preston,Maryland,MD,Caroline,38.7465,-75.9163,
21656,Price,Maryland,MD,Queen Anne's,39.0346,-76.0921,
21657,Queen Anne,Maryland,MD,Queen Anne's,38.9456,-75.9777,
21658,Queenstown,Maryland,MD,Queen Anne's,39.0026,-76.1424,
21659,Rhodesdale,Maryland,MD,Dorchester,38.603,-75.7749,
21660,Ridgely,Maryland,MD,Caroline,38.9568,-75.8848,
21661,Rock Hall,Maryland,MD,Kent,39.1344,-76.2305,
